Brand,Vendor Code,Vendor Name,Vendor Type,Vendor Address,Vendor City,Vendor State,Vendor Pin,Vendor Email,Vendor Phone
Bluestar,7100001012,Bluestar Limited APS Kar,Brand Call-Log,,,,,,
Bluestar,7100001013,Bluestar Limited APS Tam,Brand Call-Log,,,,,,
Bluestar,7100001014,Bluestar Limited APS Del,Brand Call-Log,,,,,,
Bluestar,7100001015,Bluestar Limited APS Guj,Brand Call-Log,,,,,,
Bluestar,7100001016,Blue Star Limited Mah,Brand Call-Log,,,,,,
Bluestar,7100001017,Blue Star Limited Cha,Brand Call-Log,,,,,,
Bluestar,7100001018,Blue Star Limited Tel,Brand Call-Log,,,,,,
Bluestar,7100001019,Blue Star Limited Har,Brand Call-Log,,,,,,
Bluestar,7100001020,Blue Star Limited Utt,Brand Call-Log,,,,,,
Bluestar,7100001021,Blue Star Limited Kar,Brand Call-Log,,,,,,
Bluestar,7100001022,Blue Star Limited Tam,Brand Call-Log,,,,,,
Bluestar,7100001023,Blue Star Limited Del,Brand Call-Log,,,,,,
Bluestar,7100001024,Blue Star Limited Guj,Brand Call-Log,,,,,,
Best IT,7100001025,Best IT World   I  Pvt Ltd Mah,Brand Call-Log,,,,,,
Best IT,7100001026,Best IT World   I  Pvt Ltd Cha,Brand Call-Log,,,,,,
Best IT,7100001027,Best IT World   I  Pvt Ltd Tel,Brand Call-Log,,,,,,
Best IT,7100001028,Best IT World   I  Pvt Ltd Har,Brand Call-Log,,,,,,
Best IT,7100001029,Best IT World   I  Pvt Ltd Utt,Brand Call-Log,,,,,,
Best IT,7100001030,Best IT World   I  Pvt Ltd Kar,Brand Call-Log,,,,,,
Best IT,7100001031,Best IT World   I  Pvt Ltd Tam,Brand Call-Log,,,,,,
Best IT,7100001032,Best IT World   I  Pvt Ltd Del,Brand Call-Log,,,,,,
Best IT,7100001033,Best IT World   I  Pvt Ltd Guj,Brand Call-Log,,,,,,
Bajaj,7100001034,Bajaj Electricals Ltd   MH GJ Mah,Brand Call-Log,,,,,,
Bajaj,7100001035,Bajaj Electricals Ltd   MH GJ Cha,Brand Call-Log,,,,,,
Bajaj,7100001036,Bajaj Electricals Ltd   MH GJ Tel,Brand Call-Log,,,,,,
Bajaj,7100001037,Bajaj Electricals Ltd   MH GJ Har,Brand Call-Log,,,,,,
Bajaj,7100001038,Bajaj Electricals Ltd   MH GJ Utt,Brand Call-Log,,,,,,
Bajaj,7100001039,Bajaj Electricals Ltd   MH GJ Kar,Brand Call-Log,,,,,,
Bajaj,7100001040,Bajaj Electricals Ltd   MH GJ Tam,Brand Call-Log,,,,,,
Bajaj,7100001041,Bajaj Electricals Ltd   MH GJ Del,Brand Call-Log,,,,,,
Bajaj,7100001042,Bajaj Electricals Ltd   MH GJ Guj,Brand Call-Log,,,,,,
Bajaj,7100001043,Bajaj Electricals Lt Morphy GJ Mah,Brand Call-Log,,,,,,
Bajaj,7100001044,Bajaj Electricals Lt Morphy GJ Cha,Brand Call-Log,,,,,,
Bajaj,7100001045,Bajaj Electricals Lt Morphy GJ Tel,Brand Call-Log,,,,,,
Bajaj,7100001046,Bajaj Electricals Lt Morphy GJ Har,Brand Call-Log,,,,,,
Bajaj,7100001047,Bajaj Electricals Lt Morphy GJ Utt,Brand Call-Log,,,,,,
Bajaj,7100001048,Bajaj Electricals Lt Morphy GJ Kar,Brand Call-Log,,,,,,
Bajaj,7100001049,Bajaj Electricals Lt Morphy GJ Tam,Brand Call-Log,,,,,,
Bajaj,7100001050,Bajaj Electricals Lt Morphy GJ Del,Brand Call-Log,,,,,,
Bajaj,7100001051,Bajaj Electricals Lt Morphy GJ Guj,Brand Call-Log,,,,,,
Amazon,7100001052,Amazon Seller Services Pvt Ltd Mah,Brand Call-Log,,,,,,
Amazon,7100001053,Amazon Seller Services Pvt Ltd Tel,Brand Call-Log,,,,,,
Amazon,7100001054,Amazon Seller Services Pvt Ltd Har,Brand Call-Log,,,,,,
Amazon,7100001055,Amazon Seller Services Pvt Ltd Kar,Brand Call-Log,,,,,,
Amazon,7100001056,Amazon Seller Services Pvt Ltd Tam,Brand Call-Log,,,,,,
Amazon,7100001057,Amazon Seller Services Pvt Ltd Del,Brand Call-Log,,,,,,
Amazon,7100001058,Amazon Seller Services Pvt Ltd Guj,Brand Call-Log,,,,,,
Allied,7100001059,Allied Speciality Papers (I) Pv Mah,Brand Call-Log,,,,,,
Allied,7100001060,Allied Speciality Papers (I) Pv Tam,Brand Call-Log,,,,,,
ACER,7100001061,ACER INDIA PRIVATE LIMITED Mah,Brand Call-Log,,,,,,
ACER,7100001062,ACER INDIA PRIVATE LIMITED Cha,Brand Call-Log,,,,,,
ACER,7100001063,ACER INDIA PRIVATE LIMITED Tel,Brand Call-Log,,,,,,
ACER,7100001064,ACER INDIA PRIVATE LIMITED Har,Brand Call-Log,,,,,,
ACER,7100001065,ACER INDIA PRIVATE LIMITED Utt,Brand Call-Log,,,,,,
ACER,7100001066,ACER INDIA PRIVATE LIMITED Kar,Brand Call-Log,,,,,,
ACER,7100001067,ACER INDIA PRIVATE LIMITED Tam,Brand Call-Log,,,,,,
ACER,7100001068,ACER INDIA PRIVATE LIMITED Del,Brand Call-Log,,,,,,
ACER,7100001069,ACER INDIA PRIVATE LIMITED Guj,Brand Call-Log,,,,,,
A O Smith,7100001070,A O Smith (I)Water Products P L Mah,Brand Call-Log,,,,,,
A O Smith,7100001071,A O Smith (I)Water Products P L Cha,Brand Call-Log,,,,,,
A O Smith,7100001072,A O Smith (I)Water Products P L Tel,Brand Call-Log,,,,,,
A O Smith,7100001073,A O Smith (I)Water Products P L Har,Brand Call-Log,,,,,,
A O Smith,7100001074,A O Smith (I)Water Products P L Utt,Brand Call-Log,,,,,,
A O Smith,7100001075,A O Smith (I)Water Products P L Kar,Brand Call-Log,,,,,,
A O Smith,7100001076,A O Smith (I)Water Products P L Tam,Brand Call-Log,,,,,,
A O Smith,7100001077,A O Smith (I)Water Products P L Del,Brand Call-Log,,,,,,
A O Smith,7100001078,A O Smith (I)Water Products P L Guj,Brand Call-Log,,,,,,
Videocon,7100001079,Videocon Industries Ltd (AC) Mah,Brand Call-Log,,,,,,
Videocon,7100001080,Videocon Industries Ltd (AC) Cha,Brand Call-Log,,,,,,
Videocon,7100001081,Videocon Industries Ltd (AC) Tel,Brand Call-Log,,,,,,
Videocon,7100001082,Videocon Industries Ltd (AC) Har,Brand Call-Log,,,,,,
Videocon,7100001083,Videocon Industries Ltd (AC) Utt,Brand Call-Log,,,,,,
Videocon,7100001084,Videocon Industries Ltd (AC) Kar,Brand Call-Log,,,,,,
Videocon,7100001085,Videocon Industries Ltd (AC) Tam,Brand Call-Log,,,,,,
Videocon,7100001086,Videocon Industries Ltd (AC) Del,Brand Call-Log,,,,,,
Videocon,7100001087,Videocon Industries Ltd (AC) Guj,Brand Call-Log,,,,,,
Sony,7100001088,Sony India Pvt Ltd   Mobiles Mah,Brand Call-Log,,,,,,
Sony,7100001089,Sony India Pvt Ltd   Mobiles Cha,Brand Call-Log,,,,,,
Sony,7100001090,Sony India Pvt Ltd   Mobiles Tel,Brand Call-Log,,,,,,
Sony,7100001091,Sony India Pvt Ltd   Mobiles Har,Brand Call-Log,,,,,,
Sony,7100001092,Sony India Pvt Ltd   Mobiles Utt,Brand Call-Log,,,,,,
Sony,7100001093,Sony India Pvt Ltd   Mobiles Kar,Brand Call-Log,,,,,,
Sony,7100001094,Sony India Pvt Ltd   Mobiles Tam,Brand Call-Log,,,,,,
Sony,7100001095,Sony India Pvt Ltd   Mobiles Del,Brand Call-Log,,,,,,
Sony,7100001096,Sony India Pvt Ltd   Mobiles Guj,Brand Call-Log,,,,,,
Sony,7100001097,Sony India Pvt Ltd    Gaming Mah,Brand Call-Log,,,,,,
Sony,7100001098,Sony India Pvt Ltd    Gaming Cha,Brand Call-Log,,,,,,
Sony,7100001099,Sony India Pvt Ltd    Gaming Tel,Brand Call-Log,,,,,,
Sony,7100001100,Sony India Pvt Ltd    Gaming Har,Brand Call-Log,,,,,,
Sony,7100001101,Sony India Pvt Ltd    Gaming Utt,Brand Call-Log,,,,,,
Sony,7100001102,Sony India Pvt Ltd    Gaming Kar,Brand Call-Log,,,,,,
Sony,7100001103,Sony India Pvt Ltd    Gaming Tam,Brand Call-Log,,,,,,
Sony,7100001104,Sony India Pvt Ltd    Gaming Del,Brand Call-Log,,,,,,
Sony,7100001105,Sony India Pvt Ltd    Gaming Guj,Brand Call-Log,,,,,,
Kay kay,7100001106,Kay Kay Overseas Corporation Mah,Brand Call-Log,,,,,,
Kay kay,7100001107,Kay Kay Overseas Corporation Tel,Brand Call-Log,,,,,,
Kay kay,7100001108,Kay Kay Overseas Corporation Har,Brand Call-Log,,,,,,
Kay kay,7100001109,Kay Kay Overseas Corporation Kar,Brand Call-Log,,,,,,
Kay kay,7100001110,Kay Kay Overseas Corporation Del,Brand Call-Log,,,,,,
Kay kay,7100001111,Kay Kay Overseas Corporation Guj,Brand Call-Log,,,,,,
Redington,7100001112,Redington (India) Ltd Huawei Mah,Brand Call-Log,,,,,,
Redington,7100001113,Redington (India) Ltd Huawei Cha,Brand Call-Log,,,,,,
Redington,7100001114,Redington (India) Ltd Huawei Tel,Brand Call-Log,,,,,,
Redington,7100001115,Redington (India) Ltd Huawei Har,Brand Call-Log,,,,,,
Redington,7100001116,Redington (India) Ltd Huawei Utt,Brand Call-Log,,,,,,
Redington,7100001117,Redington (India) Ltd Huawei Kar,Brand Call-Log,,,,,,
Redington,7100001118,Redington (India) Ltd Huawei Tam,Brand Call-Log,,,,,,
Redington,7100001119,Redington (India) Ltd Huawei Del,Brand Call-Log,,,,,,
Redington,7100001120,Redington (India) Ltd Huawei Guj,Brand Call-Log,,,,,,
Digilife,7100001121,Digilife Dist  Mark Ser L  IMG Mah,Brand Call-Log,,,,,,
Digilife,7100001122,Digilife Dist  Mark Ser L  IMG Cha,Brand Call-Log,,,,,,
Digilife,7100001123,Digilife Dist  Mark Ser L  IMG Tel,Brand Call-Log,,,,,,
Digilife,7100001124,Digilife Dist  Mark Ser L  IMG Har,Brand Call-Log,,,,,,
Digilife,7100001125,Digilife Dist  Mark Ser L  IMG Utt,Brand Call-Log,,,,,,
Digilife,7100001126,Digilife Dist  Mark Ser L  IMG Kar,Brand Call-Log,,,,,,
Digilife,7100001127,Digilife Dist  Mark Ser L  IMG Tam,Brand Call-Log,,,,,,
Digilife,7100001128,Digilife Dist  Mark Ser L  IMG Del,Brand Call-Log,,,,,,
Digilife,7100001129,Digilife Dist  Mark Ser L  IMG Guj,Brand Call-Log,,,,,,
Digilife,7100001130,Digilife Dist   Markt Serv Ltd Mah,Brand Call-Log,,,,,,
Digilife,7100001131,Digilife Dist   Markt Serv Ltd Cha,Brand Call-Log,,,,,,
Digilife,7100001132,Digilife Dist   Markt Serv Ltd Tel,Brand Call-Log,,,,,,
Digilife,7100001133,Digilife Dist   Markt Serv Ltd Har,Brand Call-Log,,,,,,
Digilife,7100001134,Digilife Dist   Markt Serv Ltd Utt,Brand Call-Log,,,,,,
Digilife,7100001135,Digilife Dist   Markt Serv Ltd Kar,Brand Call-Log,,,,,,
Digilife,7100001136,Digilife Dist   Markt Serv Ltd Tam,Brand Call-Log,,,,,,
Digilife,7100001137,Digilife Dist   Markt Serv Ltd Del,Brand Call-Log,,,,,,
Digilife,7100001138,Digilife Dist   Markt Serv Ltd Guj,Brand Call-Log,,,,,,
Miele,7100001139,Miele India Pvt Ltd Mah,Brand Call-Log,,,,,,
Miele,7100001140,Miele India Pvt Ltd Del,Brand Call-Log,,,,,,
Nikon,7100001141,Nikon India Private Limited Mah,Brand Call-Log,,,,,,
Nikon,7100001142,Nikon India Private Limited Har,Brand Call-Log,,,,,,
Nikon,7100001143,Nikon India Private Limited Kar,Brand Call-Log,,,,,,
Nikon,7100001144,Nikon India Private Limited Del,Brand Call-Log,,,,,,
Tata Tele,7100001145,Tata Teleservices Maharashtra L Mah,Brand Call-Log,,,,,,
Tata Tele,7100001146,Tata Teleservices Maharashtra L Cha,Brand Call-Log,,,,,,
Tata Tele,7100001147,Tata Teleservices Maharashtra L Tel,Brand Call-Log,,,,,,
Tata Tele,7100001148,Tata Teleservices Maharashtra L Har,Brand Call-Log,,,,,,
Tata Tele,7100001149,Tata Teleservices Maharashtra L Utt,Brand Call-Log,,,,,,
Tata Tele,7100001150,Tata Teleservices Maharashtra L Kar,Brand Call-Log,,,,,,
Tata Tele,7100001151,Tata Teleservices Maharashtra L Tam,Brand Call-Log,,,,,,
Tata Tele,7100001152,Tata Teleservices Maharashtra L Del,Brand Call-Log,,,,,,
Tata Tele,7100001153,Tata Teleservices Maharashtra L Guj,Brand Call-Log,,,,,,
Honeywell,7100001154,Honeywell International I PVT L Mah,Brand Call-Log,,,,,,
Honeywell,7100001155,Honeywell International I PVT L Har,Brand Call-Log,,,,,,
Honeywell,7100001156,Honeywell International I PVT L Kar,Brand Call-Log,,,,,,
Honeywell,7100001157,Honeywell International I PVT L Tam,Brand Call-Log,,,,,,
Honeywell,7100001158,Honeywell International I PVT L Del,Brand Call-Log,,,,,,
Kripa,7100001159,Kripa Electronics India Pvt Ltd Mah,Brand Call-Log,,,,,,
Kripa,7100001160,Kripa Electronics India Pvt Ltd Tel,Brand Call-Log,,,,,,
Kripa,7100001161,Kripa Electronics India Pvt Ltd Kar,Brand Call-Log,,,,,,
Kripa,7100001162,Kripa Electronics India Pvt Ltd Tam,Brand Call-Log,,,,,,
Kripa,7100001163,Kripa Electronics India Pvt Ltd Del,Brand Call-Log,,,,,,
Kripa,7100001164,Kripa Electronics India Pvt Ltd Guj,Brand Call-Log,,,,,,
Whirlpool,7100001165,Whirlpool of India Limited Mah,Brand Call-Log,,,,,,
Ingram,7100001166,Ingram Micro India Ltd Mob Mah,Brand Call-Log,,,,,,
Ingram,7100001167,Ingram Micro India Ltd Mob Cha,Brand Call-Log,,,,,,
Ingram,7100001168,Ingram Micro India Ltd Mob Tel,Brand Call-Log,,,,,,
Ingram,7100001169,Ingram Micro India Ltd Mob Har,Brand Call-Log,,,,,,
Ingram,7100001170,Ingram Micro India Ltd Mob Utt,Brand Call-Log,,,,,,
Ingram,7100001171,Ingram Micro India Ltd Mob Kar,Brand Call-Log,,,,,,
Ingram,7100001172,Ingram Micro India Ltd Mob Tam,Brand Call-Log,,,,,,
Ingram,7100001173,Ingram Micro India Ltd Mob Del,Brand Call-Log,,,,,,
Ingram,7100001174,Ingram Micro India Ltd Mob Guj,Brand Call-Log,,,,,,
Ingram,7100001175,Ingram Micro India Ltd Apple Mah,Brand Call-Log,,,,,,
Ingram,7100001176,Ingram Micro India Ltd Apple Cha,Brand Call-Log,,,,,,
Ingram,7100001177,Ingram Micro India Ltd Apple Tel,Brand Call-Log,,,,,,
Ingram,7100001178,Ingram Micro India Ltd Apple Har,Brand Call-Log,,,,,,
Ingram,7100001179,Ingram Micro India Ltd Apple Utt,Brand Call-Log,,,,,,
Ingram,7100001180,Ingram Micro India Ltd Apple Kar,Brand Call-Log,,,,,,
Ingram,7100001181,Ingram Micro India Ltd Apple Tam,Brand Call-Log,,,,,,
Ingram,7100001182,Ingram Micro India Ltd Apple Del,Brand Call-Log,,,,,,
Ingram,7100001183,Ingram Micro India Ltd Apple Guj,Brand Call-Log,,,,,,
Videocon,7100001184,Videocon Industries Ltd-Kenstar Mah,Brand Call-Log,,,,,,
Videocon,7100001185,Videocon Industries Ltd-Kenstar Cha,Brand Call-Log,,,,,,
Videocon,7100001186,Videocon Industries Ltd-Kenstar Tel,Brand Call-Log,,,,,,
Videocon,7100001187,Videocon Industries Ltd-Kenstar Har,Brand Call-Log,,,,,,
Videocon,7100001188,Videocon Industries Ltd-Kenstar Utt,Brand Call-Log,,,,,,
Videocon,7100001189,Videocon Industries Ltd-Kenstar Kar,Brand Call-Log,,,,,,
Videocon,7100001190,Videocon Industries Ltd-Kenstar Tam,Brand Call-Log,,,,,,
Videocon,7100001191,Videocon Industries Ltd-Kenstar Del,Brand Call-Log,,,,,,
Videocon,7100001192,Videocon Industries Ltd-Kenstar Guj,Brand Call-Log,,,,,,
Ariston,7100001193,Ariston Thermo India Pvt Ltd Mah,Brand Call-Log,,,,,,
Ariston,7100001194,Ariston Thermo India Pvt Ltd Cha,Brand Call-Log,,,,,,
Ariston,7100001195,Ariston Thermo India Pvt Ltd Tel,Brand Call-Log,,,,,,
Ariston,7100001196,Ariston Thermo India Pvt Ltd Har,Brand Call-Log,,,,,,
Ariston,7100001197,Ariston Thermo India Pvt Ltd Utt,Brand Call-Log,,,,,,
Ariston,7100001198,Ariston Thermo India Pvt Ltd Kar,Brand Call-Log,,,,,,
Ariston,7100001199,Ariston Thermo India Pvt Ltd Tam,Brand Call-Log,,,,,,
Ariston,7100001200,Ariston Thermo India Pvt Ltd Del,Brand Call-Log,,,,,,
Marc,7100001201,Marc Enterprises Pvt Ltd Tel,Brand Call-Log,,,,,,
Marc,7100001202,Marc Enterprises Pvt Ltd Har,Brand Call-Log,,,,,,
Marc,7100001203,Marc Enterprises Pvt Ltd Kar,Brand Call-Log,,,,,,
Marc,7100001204,Marc Enterprises Pvt Ltd Tam,Brand Call-Log,,,,,,
Marc,7100001205,Marc Enterprises Pvt Ltd Del,Brand Call-Log,,,,,,
Intex,7100001206,Intex Technologies India P L-EN Mah,Brand Call-Log,,,,,,
Intex,7100001207,Intex Technologies India P L-EN Cha,Brand Call-Log,,,,,,
Intex,7100001208,Intex Technologies India P L-EN Tel,Brand Call-Log,,,,,,
Intex,7100001209,Intex Technologies India P L-EN Har,Brand Call-Log,,,,,,
Intex,7100001210,Intex Technologies India P L-EN Utt,Brand Call-Log,,,,,,
Intex,7100001211,Intex Technologies India P L-EN Kar,Brand Call-Log,,,,,,
Intex,7100001212,Intex Technologies India P L-EN Tam,Brand Call-Log,,,,,,
Intex,7100001213,Intex Technologies India P L-EN Del,Brand Call-Log,,,,,,
Intex,7100001214,Intex Technologies India P L-EN Guj,Brand Call-Log,,,,,,
HSIL,7100001215,HSIL Limited Mah,Brand Call-Log,,,,,,
HSIL,7100001216,HSIL Limited Cha,Brand Call-Log,,,,,,
HSIL,7100001217,HSIL Limited Tel,Brand Call-Log,,,,,,
HSIL,7100001218,HSIL Limited Har,Brand Call-Log,,,,,,
HSIL,7100001219,HSIL Limited Utt,Brand Call-Log,,,,,,
HSIL,7100001220,HSIL Limited Kar,Brand Call-Log,,,,,,
HSIL,7100001221,HSIL Limited Tam,Brand Call-Log,,,,,,
HSIL,7100001222,HSIL Limited Del,Brand Call-Log,,,,,,
HSIL,7100001223,HSIL Limited Guj,Brand Call-Log,,,,,,
ELGI,7100001224,ELGI ULTRA INDUSTRIES LTD Mah,Brand Call-Log,,,,,,
ELGI,7100001225,ELGI ULTRA INDUSTRIES LTD Tel,Brand Call-Log,,,,,,
ELGI,7100001226,ELGI ULTRA INDUSTRIES LTD Kar,Brand Call-Log,,,,,,
ELGI,7100001227,ELGI ULTRA INDUSTRIES LTD Tam,Brand Call-Log,,,,,,
Drive,7100001228,Drive Ind Enterprise Solution L Mah,Brand Call-Log,,,,,,
Drive,7100001229,Drive Ind Enterprise solution L Cha,Brand Call-Log,,,,,,
Drive,7100001230,Drive Ind Enterprise solution L Tel,Brand Call-Log,,,,,,
Drive,7100001231,Drive Ind Enterprise solution L Har,Brand Call-Log,,,,,,
Drive,7100001232,Drive Ind Enterprise solution L Utt,Brand Call-Log,,,,,,
Drive,7100001233,Drive Ind Enterprise solution L Kar,Brand Call-Log,,,,,,
Drive,7100001234,Drive Ind Enterprise solution L Tam,Brand Call-Log,,,,,,
Drive,7100001235,Drive Ind Enterprise solution L Del,Brand Call-Log,,,,,,
Drive,7100001236,Drive Ind Enterprise solution L Guj,Brand Call-Log,,,,,,
Hindustan,7100001237,Hindustan Unilever Ltd Mah,Brand Call-Log,,,,,,
Hindustan,7100001238,Hindustan Unilever Ltd Tel,Brand Call-Log,,,,,,
Hindustan,7100001239,Hindustan Unilever Ltd Har,Brand Call-Log,,,,,,
Hindustan,7100001240,Hindustan Unilever Ltd Utt,Brand Call-Log,,,,,,
Hindustan,7100001241,Hindustan Unilever Ltd Kar,Brand Call-Log,,,,,,
Hindustan,7100001242,Hindustan Unilever Ltd Tam,Brand Call-Log,,,,,,
Hindustan,7100001243,Hindustan Unilever Ltd Del,Brand Call-Log,,,,,,
Hindustan,7100001244,Hindustan Unilever Ltd Guj,Brand Call-Log,,,,,,
Intex,7100001245,Intex Technologies India P L-Mo Mah,Brand Call-Log,,,,,,
Intex,7100001246,Intex Technologies India P L-Mo Cha,Brand Call-Log,,,,,,
Intex,7100001247,Intex Technologies India P L-Mo Tel,Brand Call-Log,,,,,,
Intex,7100001248,Intex Technologies India P L-Mo Har,Brand Call-Log,,,,,,
Intex,7100001249,Intex Technologies India P L-Mo Utt,Brand Call-Log,,,,,,
Intex,7100001250,Intex Technologies India P L-Mo Kar,Brand Call-Log,,,,,,
Intex,7100001251,Intex Technologies India P L-Mo Tam,Brand Call-Log,,,,,,
Intex,7100001252,Intex Technologies India P L-Mo Del,Brand Call-Log,,,,,,
Intex,7100001253,Intex Technologies India P L-Mo Guj,Brand Call-Log,,,,,,
Pacetel,7100001254,Pacetel Systems Pvt Ltd Mah,Brand Call-Log,,,,,,
Pacetel,7100001255,Pacetel Systems Pvt Ltd Cha,Brand Call-Log,,,,,,
Pacetel,7100001256,Pacetel Systems Pvt Ltd Tel,Brand Call-Log,,,,,,
Pacetel,7100001257,Pacetel Systems Pvt Ltd Har,Brand Call-Log,,,,,,
Pacetel,7100001258,Pacetel Systems Pvt Ltd Utt,Brand Call-Log,,,,,,
Pacetel,7100001259,Pacetel Systems Pvt Ltd Kar,Brand Call-Log,,,,,,
Pacetel,7100001260,Pacetel Systems Pvt Ltd Tam,Brand Call-Log,,,,,,
Pacetel,7100001261,Pacetel Systems Pvt Ltd Guj,Brand Call-Log,,,,,,
NexG,7100001262,NexG Devices pvt Ltd Mah,Brand Call-Log,,,,,,
NexG,7100001263,NexG Devices pvt Ltd Cha,Brand Call-Log,,,,,,
NexG,7100001264,NexG Devices pvt Ltd Tel,Brand Call-Log,,,,,,
NexG,7100001265,NexG Devices pvt Ltd Har,Brand Call-Log,,,,,,
NexG,7100001266,NexG Devices pvt Ltd Utt,Brand Call-Log,,,,,,
NexG,7100001267,NexG Devices pvt Ltd Kar,Brand Call-Log,,,,,,
NexG,7100001268,NexG Devices pvt Ltd Tam,Brand Call-Log,,,,,,
NexG,7100001269,NexG Devices pvt Ltd Del,Brand Call-Log,,,,,,
NexG,7100001270,NexG Devices pvt Ltd Guj,Brand Call-Log,,,,,,
Circle,7100001271,Circle Infotech private Limited Mah,Brand Call-Log,,,,,,
Circle,7100001272,Circle Infotech private Limited Guj,Brand Call-Log,,,,,,
Circle,7100001273,Circle Infotech private Limited Mah,Brand Call-Log,,,,,,
Circle,7100001274,Circle Infotech private Limited Guj,Brand Call-Log,,,,,,
Beetel,7100001275,Beetel Teletech Ltd-Apple  Mah,Brand Call-Log,,,,,,
Beetel,7100001276,Beetel Teletech Ltd-Apple  Cha,Brand Call-Log,,,,,,
Beetel,7100001277,Beetel Teletech Ltd-Apple  Tel,Brand Call-Log,,,,,,
Beetel,7100001278,Beetel Teletech Ltd-Apple  Har,Brand Call-Log,,,,,,
Beetel,7100001279,Beetel Teletech Ltd-Apple  Utt,Brand Call-Log,,,,,,
Beetel,7100001280,Beetel Teletech Ltd-Apple  Kar,Brand Call-Log,,,,,,
Beetel,7100001281,Beetel Teletech Ltd-Apple  Del,Brand Call-Log,,,,,,
Beetel,7100001282,Beetel Teletech Ltd-Apple  Guj,Brand Call-Log,,,,,,
Supertron,7100001283,Supertron Electronics P L Dell Mah,Brand Call-Log,,,,,,
Supertron,7100001284,Supertron Electronics P L Dell Cha,Brand Call-Log,,,,,,
Supertron,7100001285,Supertron Electronics P L Dell Tel,Brand Call-Log,,,,,,
Supertron,7100001286,Supertron Electronics P L Dell Har,Brand Call-Log,,,,,,
Supertron,7100001287,Supertron Electronics P L Dell Utt,Brand Call-Log,,,,,,
Supertron,7100001288,Supertron Electronics P L Dell Kar,Brand Call-Log,,,,,,
Supertron,7100001289,Supertron Electronics P L Dell Tam,Brand Call-Log,,,,,,
Supertron,7100001290,Supertron Electronics P L Dell Del,Brand Call-Log,,,,,,
Supertron,7100001291,Supertron Electronics P L Dell Guj,Brand Call-Log,,,,,,
Eltech,7100001292,Eltech Appliances Pvt Ltd Mah,Brand Call-Log,,,,,,
Eltech,7100001293,Eltech Appliances Pvt Ltd Kar,Brand Call-Log,,,,,,
Eltech,7100001294,Eltech Appliances Pvt Ltd Tam,Brand Call-Log,,,,,,
Eltech,7100001295,Eltech Appliances Pvt Ltd Guj,Brand Call-Log,,,,,,
Whirlpool,7100001296,Whirlpool of India Limited Cha,Brand Call-Log,,,,,,
Whirlpool,7100001297,Whirlpool of India Limited Guj,Brand Call-Log,,,,,,
Brightstar,7100001298,Brightstar Telecommunications Tam,Brand Call-Log,,,,,,
Beetel,7100001299,Beetel Teletech Ltd-Apple  Tam,Brand Call-Log,,,,,,
Moksha,7100001300,Moksha Enterprises Tel,Brand Call-Log,,,,,,
Moksha,7100001301,Moksha Enterprises Kar,Brand Call-Log,,,,,,
MIRC,7100001302,MIRC Electronics Ltd-ENT Mah,Brand Call-Log,,,,,,
MIRC,7100001303,MIRC Electronics Ltd-ENT Cha,Brand Call-Log,,,,,,
MIRC,7100001304,MIRC Electronics Ltd-ENT Tel,Brand Call-Log,,,,,,
MIRC,7100001305,MIRC Electronics Ltd-ENT Har,Brand Call-Log,,,,,,
MIRC,7100001306,MIRC Electronics Ltd-ENT Utt,Brand Call-Log,,,,,,
MIRC,7100001307,MIRC Electronics Ltd-ENT Kar,Brand Call-Log,,,,,,
MIRC,7100001308,MIRC Electronics Ltd-ENT Tam,Brand Call-Log,,,,,,
MIRC,7100001309,MIRC Electronics Ltd-ENT Del,Brand Call-Log,,,,,,
MIRC,7100001310,MIRC Electronics Ltd-ENT Guj,Brand Call-Log,,,,,,
Creative,7100001311,Creative Peripherals & distri Mah,Brand Call-Log,,,,,,
Creative,7100001312,Creative Peripherals & distri Tel,Brand Call-Log,,,,,,
Creative,7100001313,Creative Peripherals & distri Har,Brand Call-Log,,,,,,
Creative,7100001314,Creative Peripherals & distri Utt,Brand Call-Log,,,,,,
Creative,7100001315,Creative Peripherals & distri Kar,Brand Call-Log,,,,,,
Creative,7100001316,Creative Peripherals & distri Tam,Brand Call-Log,,,,,,
Creative,7100001317,Creative Peripherals & distri Del,Brand Call-Log,,,,,,
Creative,7100001318,Creative Peripherals & distri Guj,Brand Call-Log,,,,,,
Digital,7100001319,Digital Compusystems P L- SNS Utt,Brand Call-Log,,,,,,
Digital,7100001320,Digital Compusystems P L- SNS Del,Brand Call-Log,,,,,,
Saregama,7100001321,Saregama India Ltd Mah,Brand Call-Log,,,,,,
Saregama,7100001322,Saregama India Ltd Cha,Brand Call-Log,,,,,,
Saregama,7100001323,Saregama India Ltd Har,Brand Call-Log,,,,,,
Saregama,7100001324,Saregama India Ltd Utt,Brand Call-Log,,,,,,
Saregama,7100001325,Saregama India Ltd Kar,Brand Call-Log,,,,,,
Saregama,7100001326,Saregama India Ltd Tam,Brand Call-Log,,,,,,
Saregama,7100001327,Saregama India Ltd Del,Brand Call-Log,,,,,,
Saregama,7100001328,Saregama India Ltd Guj,Brand Call-Log,,,,,,
Xiaomi,7100001332,Xiaomi Technology India Pvt Ltd Mah,Brand Call-Log,,,,,,
Xiaomi,7100001333,Xiaomi Technology India Pvt Ltd Kar,Brand Call-Log,,,,,,
Xiaomi,7100001334,Xiaomi Technology India Pvt Ltd Del,Brand Call-Log,,,,,,
